vin,back_legroom,body_type,city,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,engine_type,exterior_color,franchise_dealer,front_legroom,fuel_tank_volume,fuel_type,height,highway_fuel_economy,horsepower,interior_color,is_new,latitude,length,listed_date,listing_color,longitude,make_name,maximum_seating,mileage,model_name,power,savings_amount,seller_rating,torque,transmission,transmission_display,wheel_system,wheelbase,width,year,price
KM8J3CA44LU255743,38.2 in,SUV / Crossover,West Nyack,22,97,10994,2000,I4,RED,TRUE,41.5 in,16.4 gal,Gasoline,65 in,25,161,None,TRUE,41.0912,176.4 in,04-06-20,RED,-73.9504,Hyundai,5 seats,10,Tucson,"161 hp @ 6,200 RPM",0,3.631578947,"150 lb-ft @ 4,700 RPM",A,6-Speed Automatic,AWD,105.1 in,72.8 in,2020,24795
WDDZF8KB8JA282845,--,Sedan,Linden,15,50,7036,4000,V8,Black,FALSE,--,21.1 gal,Gasoline,57.5 in,22,603,Black,FALSE,40.6311,196.6 in,21-07-20,BLACK,-74.2404,Mercedes-Benz,5 seats,27606,E-Class,"603 hp @ 5,750 RPM",0,4.131578947,"627 lb-ft @ 2,500 RPM",A,Automatic,AWD,115.7 in,81.3 in,2018,77600
WDAPF3CC7F9604575,--,Van,Bronx,,190,10466,3000,,Blue,TRUE,--,26.4 gal,,95.5 in,,188,Gray,FALSE,40.8847,239.6 in,03-03-20,BLUE,-73.8317,Mercedes-Benz,2 seats,48310,Sprinter,"188 hp @ 3,800 RPM",0,2.8,"325 lb-ft @ 1,400 RPM",A,5-Speed Automatic,4X2,144.3 in,96 in,2015,24000
4T1BE46K09U832711,38.3 in,Sedan,Meriden,21,113,6450,2400,I4,Classic Silver Metallic,FALSE,41.7 in,18.5 gal,Gasoline,57.9 in,31,158,Brown (Bisque),FALSE,41.5668,189.2 in,19-05-20,SILVER,-72.7734,Toyota,5 seats,203680,Camry,"158 hp @ 6,000 RPM",1454,4.25,"161 lb-ft @ 4,000 RPM",A,Automatic,FWD,109.3 in,71.7 in,2009,3995
1G1ZS53806F168140,38 in,Sedan,Linden,20,47,7036,3500,V6,gold,FALSE,41 in,16 gal,Gasoline,57 in,29,200,Brown (tan),FALSE,40.6446,188 in,24-07-20,GOLD,-74.2532,Chevrolet,5 seats,124591,Malibu,"200 hp @ 5,400 RPM",0,4.666666667,"220 lb-ft @ 3,200 RPM",A,Automatic,FWD,106 in,69 in,2006,2999
WBA5B3C58ED537124,36.1 in,Sedan,Woodbury,20,28,11797,3000,I6,Cashmere Silver Metallic,FALSE,41.4 in,18.5 gal,Gasoline,57.6 in,29,300,Black,FALSE,40.8168,193.1 in,12-08-20,SILVER,-73.4643,BMW,5 seats,68159,5 Series,"300 hp @ 5,800 RPM",2479,2.963636364,"300 lb-ft @ 1,300 RPM",A,Automatic,AWD,116.9 in,82.8 in,2014,15995
3VWB17AJ8GM383390,38.1 in,Sedan,Roselle,25,77,7203,1800,I4,Pure White,TRUE,41.2 in,14.5 gal,Gasoline,57.2 in,37,170,Black/Ceramique,FALSE,40.6421,183.3 in,24-06-20,WHITE,-74.2601,Volkswagen,5 seats,75277,Jetta,"170 hp @ 4,800 RPM",1959,4.75,"184 lb-ft @ 1,500 RPM",M,5-Speed Manual,FWD,104.4 in,70 in,2016,9997
5TDZZ3DC5LS038778,37.6 in,Minivan,Long Island City,,63,11101,3500,V6,Predawn Gray Mica,FALSE,40.5 in,20 gal,Gasoline,68.9 in,,296,Ash,FALSE,40.7457,200.6 in,08-07-20,GRAY,-73.9345,Toyota,7 seats,,Sienna,"296 hp @ 6,200 RPM",0,4.714285714,"263 lb-ft @ 4,700 RPM",A,Automatic,FWD,119.3 in,78.1 in,2020,39900
5LMYJ8XY0LGL33717,40.1 in,SUV / Crossover,Wayne,22,32,7470,3000,V6,Black,TRUE,43 in,21 gal,Gasoline,70 in,25,494,Black (Ebony),TRUE,40.9086,199.3 in,08-08-20,BLACK,-74.2609,Lincoln,7 seats,15,Aviator,"494 hp @ 5,000 RPM",0,4.75,"630 lb-ft @ 3,000 RPM",A,Automatic,AWD,119.1 in,89.9 in,2020,75230
JN1FV7AR2HM870132,35.1 in,Sedan,Bronx,19,22,10466,3000,V6,Iridium Blue,FALSE,44.5 in,20 gal,Gasoline,57.2 in,26,400,Graphite,FALSE,40.8845,189.1 in,18-08-20,BLUE,-73.8328,INFINITI,5 seats,29670,Q50,"400 hp @ 6,400 RPM",4947,3.419753086,"350 lb-ft @ 1,600 RPM",A,Automatic,AWD,112.2 in,71.8 in,2017,28650
5NPD84LF3LH541875,35.7 in,Sedan,Stamford,30,319,6902,2000,I4,PHANTOM BLACK,TRUE,42.2 in,14 gal,Gasoline,56.5 in,40,147,Gray,TRUE,41.0473,181.9 in,26-10-19,BLACK,-73.5286,Hyundai,5 seats,2711,Elantra,"147 hp @ 6,200 RPM",0,4.258064516,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,106.3 in,70.9 in,2020,20985
5LMCJ1D94JUL22491,36.8 in,SUV / Crossover,East Hartford,19,21,6108,2000,I4,Red,TRUE,42.8 in,15.5 gal,Gasoline,65.6 in,25,240,Cappuccino,FALSE,41.7696,179.2 in,19-08-20,RED,-72.6545,Lincoln,5 seats,15928,MKC,"240 hp @ 5,500 RPM",711,4.377777778,"270 lb-ft @ 3,000 RPM",A,Automatic,AWD,105.9 in,84.1 in,2018,24993
1GTV2NEC8HZ119048,34.6 in,Pickup Truck,Rockville Centre,16,8,11570,6200,V8,Onyx Black,TRUE,45.3 in,26 gal,Gasoline,73.9 in,22,420,Jet Black,FALSE,40.6572,229.5 in,01-09-20,BLACK,-73.6341,GMC,6 seats,40089,Sierra 1500,"355 hp @ 5,600 RPM",1340,4.733333333,"383 lb-ft @ 4,100 RPM",A,Automatic,4WD,143.5 in,80 in,2017,37890
5XXGU4L30GG099587,35.6 in,Sedan,North Plainfield,24,41,7060,2400,I4,Snow White Pearl,FALSE,45.5 in,18.5 gal,Gasoline,57.7 in,35,185,Brown (Beige),FALSE,40.6229,191.1 in,30-07-20,WHITE,-74.4454,Kia,5 seats,30209,Optima,"185 hp @ 6,000 RPM",518,4.418604651,"178 lb-ft @ 4,000 RPM",A,6-Speed Automatic,FWD,110.4 in,73.2 in,2016,16900
4JGDA5HB9HA944740,38.4 in,SUV / Crossover,Linden,18,6,7036,3500,V6,Polar White,FALSE,40.3 in,24.6 gal,Gasoline,70.7 in,22,302,Black,FALSE,40.6311,189.7 in,03-09-20,WHITE,-74.2404,Mercedes-Benz,5 seats,29350,GLE-Class,"302 hp @ 6,500 RPM",830,4.131578947,"273 lb-ft @ 3,500 RPM",A,Automatic,AWD,114.8 in,84.3 in,2017,34800
KMHRC8A31LU023852,34.3 in,SUV / Crossover,Stamford,30,261,6902,1600,I4,DENIM,TRUE,41.3 in,11.9 gal,Gasoline,62.7 in,34,121,Blue (DENIM),TRUE,41.0473,159 in,23-12-19,UNKNOWN,-73.5286,Hyundai,5 seats,120,Venue,"121 hp @ 6,300 RPM",0,4.258064516,"113 lb-ft @ 4,500 RPM",A,Automatic,FWD,99.2 in,69.7 in,2020,23250
3FAHP0JA1AR163446,37.1 in,Sedan,Springfield,22,98,1109,2500,I4,Silver,FALSE,42.3 in,17.5 gal,Gasoline,56.9 in,31,175,Camel,FALSE,42.1259,190.6 in,03-06-20,SILVER,-72.5337,Ford,5 seats,126368,Fusion,"240 hp @ 6,550 RPM",1546,4.115384615,"223 lb-ft @ 4,300 RPM",A,Automatic,FWD,107.4 in,80.1 in,2010,4700
JM1BPANM5K1139351,35.1 in,Hatchback,Bayamon,,412,960,2500,I4,GRIS,TRUE,42.3 in,13.2 gal,Gasoline,56.7 in,,186,Black,TRUE,18.3988,175.6 in,25-07-19,GRAY,-66.1582,Mazda,5 seats,5,MAZDA3,"186 hp @ 6,000 RPM",0,2.8,"186 lb-ft @ 4,000 RPM",,,FWD,107.3 in,70.7 in,2019,32595
KNDMB5C14M6663202,41.1 in,Minivan,Bohemia,18,53,11716,3300,V6,Silky Silver,TRUE,40.9 in,21.1 gal,Gasoline,68.5 in,24,276,Gray,TRUE,40.7589,201.4 in,18-07-20,SILVER,-73.1055,Kia,8 seats,12,Sedona,"276 hp @ 6,000 RPM",0,3.647058824,"248 lb-ft @ 5,200 RPM",A,8-Speed Automatic,FWD,120.5 in,89.3 in,2021,30220
WBAWL73567PX46680,31.9 in,Convertible,Little Ferry,18,10,7643,3000,I6,Silver,FALSE,41.8 in,16.1 gal,Gasoline,54.5 in,26,300,Black,FALSE,40.8558,180.6 in,30-08-20,SILVER,-74.0493,BMW,4 seats,122787,3 Series,"300 hp @ 5,800 RPM",450,3.577777778,"300 lb-ft @ 1,400 RPM",A,6-Speed Automatic,RWD,108.7 in,78.1 in,2007,8999
KMHD74LF4LU106173,35.7 in,Sedan,Stamford,31,28,6902,2000,I4,FLUID METAL,TRUE,42.2 in,14 gal,Gasoline,56.5 in,41,147,Black,TRUE,41.0473,181.9 in,12-08-20,UNKNOWN,-73.5286,Hyundai,5 seats,74,Elantra,"147 hp @ 6,200 RPM",0,4.258064516,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,106.3 in,70.9 in,2020,20665
3LN6L5B99LR623255,37 in,Sedan,Wayne,20,50,7470,2000,I4,White Platinum,TRUE,44.3 in,18 gal,Gasoline,58.2 in,29,245,White (Cappuccino),TRUE,40.9086,194.1 in,21-07-20,WHITE,-74.2609,Lincoln,5 seats,15,MKZ,"245 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,6-Speed Automatic,AWD,112.2 in,83.3 in,2020,37074
WDDGF8BB8AF425450,33.4 in,Sedan,Springfield,18,127,1109,3000,V6,Gray,FALSE,41.7 in,17.4 gal,Gasoline,56.3 in,25,228,Black,FALSE,42.1259,182.3 in,05-05-20,GRAY,-72.5337,Mercedes-Benz,5 seats,108638,C-Class,"228 hp @ 6,000 RPM",1530,4.115384615,"221 lb-ft @ 2,700 RPM",A,Automatic,AWD,108.7 in,79.5 in,2010,7500
3GNAXKEV7LS717354,39.9 in,SUV / Crossover,Bay Shore,,18,11706,1500,I4,Silver Ice Metallic,TRUE,40.9 in,14.9 gal,Gasoline,65.4 in,,170,Jet Black,TRUE,40.7333,183.1 in,22-08-20,SILVER,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,6-Speed Automatic Overdrive,FWD,107.3 in,72.6 in,2020,25894
1G4PP5SK1G4100886,34.7 in,Sedan,Patchogue,21,233,11772,2400,I4,RED,FALSE,42 in,15.6 gal,Gasoline,58.1 in,32,180,None,FALSE,40.7827,183.9 in,20-01-20,RED,-73.0085,Buick,5 seats,31312,Verano,"180 hp @ 6,700 RPM",2104,4.166666667,"171 lb-ft @ 4,900 RPM",A,Automatic,FWD,105.7 in,71.4 in,2016,11495
KM8K3CA50LU466578,34.6 in,SUV / Crossover,Stamford,26,307,6902,1600,I4,CHALK WHITE,TRUE,41.5 in,13.2 gal,Gasoline,61.6 in,29,175,Black,TRUE,41.0473,164 in,07-11-19,WHITE,-73.5286,Hyundai,5 seats,11,Kona,"175 hp @ 5,500 RPM",0,4.258064516,"195 lb-ft @ 1,500 RPM",A,Automatic,AWD,102.4 in,70.9 in,2020,28765
5NPEH4J27LH017875,34.8 in,Sedan,West Nyack,27,237,10994,1600,I4,SHIMMERING SILVER PEARL,TRUE,46.1 in,15.9 gal,Gasoline,56.9 in,36,180,None,TRUE,41.0912,192.9 in,16-01-20,SILVER,-73.9504,Hyundai,5 seats,7,Sonata,"180 hp @ 5,500 RPM",0,3.631578947,"195 lb-ft @ 1,500 RPM",A,8-Speed Automatic,FWD,111.8 in,73.2 in,2020,31624
4JGDF6EE0HA741984,38.5 in,SUV / Crossover,Great Neck,17,74,11021,3000,V6,Grey,FALSE,40.3 in,26.4 gal,Gasoline,72.8 in,22,362,Black,FALSE,40.7774,201.6 in,27-06-20,GRAY,-73.7268,Mercedes-Benz,7 seats,68078,GLS-Class,"362 hp @ 5,000 RPM",761,3.346153846,"369 lb-ft @ 1,500 RPM",A,9-Speed Automatic,AWD,121.1 in,84.3 in,2017,31995
WDDHF7GB2FB091437,35.8 in,Sedan,Bohemia,15,25,11716,5500,V8,Gray,TRUE,41.3 in,21.1 gal,Gasoline,56.8 in,22,577,Black,FALSE,40.7589,192.1 in,15-08-20,GRAY,-73.1055,Mercedes-Benz,5 seats,55466,E-Class,"577 hp @ 5,500 RPM",590,3.647058824,"590 lb-ft @ 2,000 RPM",A,7-Speed Automatic,AWD,113.2 in,81.5 in,2015,46529
KNDJ23AU5L7043309,38.8 in,SUV / Crossover,East Meadow,27,13,11554,2000,I4,Undercover Green,TRUE,41.1 in,14.3 gal,Gasoline,63 in,33,147,Black,FALSE,40.7604,165.2 in,27-08-20,GREEN,-73.5319,Kia,5 seats,5589,Soul,"147 hp @ 6,200 RPM",537,3.555555556,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,102.4 in,70.9 in,2020,19987
1GCVKREC0HZ184306,34.6 in,Pickup Truck,Bay Shore,16,55,11706,5300,V8,Red Hot,TRUE,45.3 in,26 gal,Gasoline,73.9 in,22,355,Jet Black,FALSE,40.7333,230 in,16-07-20,RED,-73.2587,Chevrolet,6 seats,28057,Silverado 1500,"355 hp @ 5,600 RPM",2180,3.447761194,"383 lb-ft @ 4,100 RPM",A,6-Speed Automatic Overdrive,4WD,143.5 in,80 in,2017,32439
3GKALVEV2LL303046,39.7 in,SUV / Crossover,Rockville Centre,25,4,11570,2000,I4,Satin Steel Metallic,TRUE,40.9 in,15.6 gal,Gasoline,65.4 in,28,252,Jet Black,TRUE,40.6572,182.3 in,05-09-20,UNKNOWN,-73.6341,GMC,5 seats,,Terrain,"252 hp @ 5,500 RPM",0,4.733333333,"260 lb-ft @ 2,000 RPM",A,9-Speed Automatic,4WD,107.3 in,72.4 in,2020,35060
WAUDF78E67A196813,34.3 in,Sedan,Linden,19,24,7036,2000,I4,gray,FALSE,41.3 in,16.6 gal,Gasoline,56.2 in,27,200,Black,FALSE,40.6446,180.6 in,16-08-20,GRAY,-74.2532,Audi,5 seats,144946,A4,"200 hp @ 5,100 RPM",1388,4.666666667,"207 lb-ft @ 1,800 RPM",A,Automatic,AWD,104.3 in,69.8 in,2007,3999
JTHSZ5BC5J5008777,27.3 in,Coupe,Bronx,18,36,10466,3500,V6,Black,TRUE,45.4 in,17.4 gal,Gasoline,55.1 in,24,311,Black,FALSE,40.8847,184.8 in,04-08-20,BLACK,-73.8317,Lexus,4 seats,62251,RC 350,"311 hp @ 6,600 RPM",1861,2.8,"280 lb-ft @ 4,800 RPM",A,6-Speed Automatic,AWD,107.5 in,81.5 in,2018,32000
KNDJ23AUXM7126333,38.8 in,SUV / Crossover,Bohemia,28,56,11716,2000,I4,Mars Orange/Black Roof,TRUE,41.1 in,14.3 gal,Gasoline,63 in,33,147,Black,TRUE,40.7589,165.2 in,15-07-20,ORANGE,-73.1055,Kia,5 seats,5,Soul,"147 hp @ 6,200 RPM",0,3.647058824,"132 lb-ft @ 4,500 RPM",A,Automatic,FWD,102.4 in,70.9 in,2021,22290
KNDMB5C17L6587389,41.1 in,Minivan,Bohemia,18,207,11716,3300,V6,Silky Silver,TRUE,40.9 in,21.1 gal,Gasoline,68.5 in,24,276,Gray,TRUE,40.7589,201.4 in,15-02-20,SILVER,-73.1055,Kia,8 seats,98,Sedona,"276 hp @ 6,000 RPM",0,3.647058824,"248 lb-ft @ 5,200 RPM",A,8-Speed Automatic,FWD,120.5 in,89.3 in,2020,28245
KM8K5CA51LU532551,34.6 in,SUV / Crossover,Stamford,26,187,6902,1600,I4,SURF BLUE,TRUE,41.5 in,13.2 gal,Gasoline,61.6 in,29,175,Black,TRUE,41.0473,164 in,06-03-20,BLUE,-73.5286,Hyundai,5 seats,14,Kona,"175 hp @ 5,500 RPM",0,4.258064516,"195 lb-ft @ 1,500 RPM",A,Automatic,AWD,102.4 in,70.9 in,2020,30605
1HGCG32772A032169,,Coupe,Lodi,,5,7644,,,Silver,TRUE,,,,,,,None,FALSE,40.8775,,04-09-20,SILVER,-74.0758,Honda,,117776,Accord Coupe,,0,3.8,,A,Automatic,,,,2002,4995
3LN6L5B99LR609730,37 in,Sedan,Wayne,20,193,7470,2000,I4,White Platinum,TRUE,44.3 in,18 gal,Gasoline,58.2 in,29,245,White (Cappuccino),TRUE,40.9086,194.1 in,29-02-20,WHITE,-74.2609,Lincoln,5 seats,5,MKZ,"245 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,6-Speed Automatic,AWD,112.2 in,83.3 in,2020,40874
2GNALCEK6H1553217,39.9 in,SUV / Crossover,Patchogue,21,24,11772,2400,I4,BLACK,FALSE,41.2 in,18.8 gal,Gasoline,69.3 in,31,182,None,FALSE,40.7827,187.8 in,16-08-20,BLACK,-73.0085,Chevrolet,5 seats,44006,Equinox,"182 hp @ 6,700 RPM",261,4.166666667,"172 lb-ft @ 4,900 RPM",A,Automatic,FWD,112.5 in,72.5 in,2017,16495
WBACD4324TAV38685,34 in,Sedan,Teterboro,,11,7608,2800,I6,Green,FALSE,41.1 in,16 gal,Gasoline,53.8 in,,190,Brown (Tan),FALSE,40.8528,174.5 in,29-08-20,GREEN,-74.0677,BMW,5 seats,64193,3 Series,"190 hp @ 5,300 RPM",0,4.343283582,"207 lb-ft @ 3,950 RPM",A,4-Speed Automatic,RWD,106.3 in,66.9 in,1996,4999
KM8K3CA5XLU500980,34.6 in,SUV / Crossover,West Nyack,26,249,10994,1600,I4,Surf Blue,TRUE,41.5 in,13.2 gal,Gasoline,61.6 in,29,175,Black,TRUE,41.0912,164 in,04-01-20,BLUE,-73.9504,Hyundai,5 seats,10,Kona,"175 hp @ 5,500 RPM",0,3.631578947,"195 lb-ft @ 1,500 RPM",,,AWD,102.4 in,70.9 in,2020,25845
JA4AR3AU4KU024417,,SUV / Crossover,Green Brook,,530,8812,,I4,Black,TRUE,,,Gasoline,,,,Black,TRUE,40.6044,,29-03-19,BLACK,-74.4741,Mitsubishi,,1,Outlander Sport,,0,3.644444444,,CVT,Continuously Variable Transmission,,,,2019,16305
KNDPMCAC9L7637624,38.2 in,SUV / Crossover,Bohemia,,41,11716,2400,I4,Steel Gray,TRUE,41.5 in,16.4 gal,Gasoline,64.8 in,,181,Black,FALSE,40.7589,176.4 in,30-07-20,GRAY,-73.1055,Kia,5 seats,12870,Sportage,"181 hp @ 6,000 RPM",277,3.647058824,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic Overdrive,AWD,105.1 in,73 in,2020,20904
KMHRC8A39LU039247,34.3 in,SUV / Crossover,Stamford,30,56,6902,1600,I4,SILVER,TRUE,41.3 in,11.9 gal,Gasoline,62.7 in,34,121,None,TRUE,41.0473,159 in,15-07-20,SILVER,-73.5286,Hyundai,5 seats,24,Venue,"121 hp @ 6,300 RPM",0,4.258064516,"113 lb-ft @ 4,500 RPM",A,Automatic,FWD,99.2 in,69.7 in,2020,20695
5FNYF4H35FB076962,38.5 in,SUV / Crossover,Bohemia,17,7,11716,3500,V6,Gray,TRUE,41.4 in,21 gal,Gasoline,72.7 in,24,250,None,FALSE,40.7589,191.4 in,02-09-20,GRAY,-73.1055,Honda,8 seats,67881,Pilot,"250 hp @ 5,700 RPM",2462,3.647058824,"253 lb-ft @ 4,800 RPM",A,5-Speed Automatic,4WD,109.2 in,78.5 in,2015,22143
1G1ZU64874F222576,41 in,Hatchback,Meriden,19,76,6450,3500,V6,Black,FALSE,41.9 in,16 gal,Gasoline,58.1 in,28,200,Gray,FALSE,41.5668,187.8 in,25-06-20,BLACK,-72.7734,Chevrolet,5 seats,174290,Malibu Maxx,"200 hp @ 5,400 RPM",0,4.25,"220 lb-ft @ 3,200 RPM",A,Automatic,FWD,112.3 in,69.8 in,2004,2995
3FADP4GX7FM198269,31.2 in,Hatchback,Bay Shore,26,4,11706,1600,I4,Molten Orange Metallic Tri-Coat,TRUE,42.2 in,12.4 gal,Gasoline,57.2 in,35,197,Smoke Storm,FALSE,40.7333,160.1 in,05-09-20,ORANGE,-73.2587,Ford,5 seats,43716,Fiesta,"197 hp @ 6,000 RPM",368,3.447761194,"202 lb-ft @ 4,200 RPM",M,6-Speed Manual,FWD,98 in,67.8 in,2015,13972
JM3KFBBM4J0351098,39.6 in,SUV / Crossover,East Hartford,24,12,6108,2500,I4,Sonic Silver Metallic,TRUE,41 in,15.3 gal,Gasoline,66.1 in,30,187,Black,FALSE,41.7696,179.1 in,28-08-20,SILVER,-72.6545,Mazda,5 seats,16801,CX-5,"187 hp @ 6,000 RPM",635,4.377777778,"186 lb-ft @ 4,000 RPM",A,Automatic,AWD,106.2 in,72.5 in,2018,20993
YV4102RK6M1681654,38 in,SUV / Crossover,Huntington,21,27,11743,2000,I4,Bright Silver Metallic,TRUE,41.5 in,18.8 gal,Gasoline,65.3 in,28,250,Silver (CHARCOAL LEATHE),TRUE,40.8286,184.6 in,13-08-20,SILVER,-73.4281,Volvo,5 seats,5,XC60,"250 hp @ 5,500 RPM",0,4.153846154,"258 lb-ft @ 1,500 RPM",A,Automatic,AWD,112.8 in,83.3 in,2021,49355
2C4RC1BG1KR539539,39 in,Minivan,Bay Shore,18,77,11706,3600,V6,Velvet Red Pearlcoat,TRUE,41.1 in,19 gal,Gasoline,69.9 in,28,287,Black/Alloy/Black,FALSE,40.7333,203.8 in,24-06-20,RED,-73.2587,Chrysler,8 seats,49167,Pacifica,"287 hp @ 6,400 RPM",751,3.447761194,"262 lb-ft @ 4,000 RPM",A,9-Speed Automatic,FWD,121.6 in,90.4 in,2019,19724
WDD2J5KB4KA011555,35 in,Sedan,Linden,23,62,7036,3000,I6,Black,FALSE,41.9 in,21.1 gal,Gasoline,55.3 in,30,362,Black,FALSE,40.6311,199.1 in,09-07-20,BLACK,-74.2404,Mercedes-Benz,5 seats,7559,CLS-Class,"362 hp @ 5,500 RPM",0,4.131578947,"369 lb-ft @ 1,800 RPM",A,Automatic,AWD,115.7 in,81.5 in,2019,56800
SALYK2EX1LA261711,37.1 in,SUV / Crossover,San Juan,,242,922,2000,I4,Kaikoura Stone,TRUE,40.2 in,16.6 gal,Gasoline,66.3 in,,247,Brown (Ebony / Ebony),TRUE,18.4439,188.9 in,11-01-20,UNKNOWN,-66.0785,Land Rover,5 seats,12,Range Rover Velar,"247 hp @ 5,500 RPM",0,3,"269 lb-ft @ 1,200 RPM",A,8-Speed Automatic Overdrive,AWD,113.1 in,84.4 in,2020,66903
1C3CDZAB6CN173412,36.2 in,Sedan,Meriden,,50,6450,2400,I4,Blue Streak Pearl,FALSE,42.4 in,16.9 gal,Gasoline,58.4 in,,173,Black Interior,FALSE,41.5668,192.6 in,21-07-20,BLUE,-72.7734,Dodge,5 seats,134989,Avenger,"283 hp @ 6,400 RPM",1275,4.25,"260 lb-ft @ 4,400 RPM",A,Automatic,FWD,108.9 in,81.3 in,2012,3995
KM8J3CA40HU501047,38.2 in,SUV / Crossover,Stamford,21,6,6902,2000,I4,RUBY WINE,TRUE,41.5 in,16.4 gal,Gasoline,64.8 in,26,164,Brown (BEIGE),FALSE,41.0473,176.2 in,03-09-20,UNKNOWN,-73.5286,Hyundai,5 seats,32097,Tucson,"164 hp @ 6,200 RPM",73,4.258064516,"151 lb-ft @ 4,000 RPM",A,Automatic,AWD,105.1 in,72.8 in,2017,17391
19UDE2F31HA016411,34 in,Sedan,Lodi,25,9,7644,2400,I4,Bellanova White Pearl,TRUE,42.3 in,13.2 gal,Gasoline,55.6 in,35,201,Black (Ebony),FALSE,40.8775,181.9 in,31-08-20,WHITE,-74.0758,Acura,5 seats,6184,ILX,"201 hp @ 6,800 RPM",306,3.8,"180 lb-ft @ 3,600 RPM",A,Automatic,FWD,105.1 in,70.6 in,2017,19595
3GNAXSEV5LS684502,39.9 in,SUV / Crossover,Bay Shore,,62,11706,1500,I4,Silver Ice Metallic,TRUE,40.9 in,15.6 gal,Gasoline,65.4 in,,170,Medium Ash Gray,TRUE,40.7333,183.1 in,09-07-20,SILVER,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,6-Speed Automatic Overdrive,4WD,107.3 in,72.6 in,2020,26844
YV4A22PL5M1671753,37 in,SUV / Crossover,Huntington,19,39,11743,2000,I4,SAVILLE_GRAY_M,TRUE,40.9 in,18.8 gal,Gasoline,69.9 in,28,316,CHARCOAL NAPPA,TRUE,40.8286,195 in,01-08-20,UNKNOWN,-73.4281,Volvo,7 seats,1425,XC90,"316 hp @ 5,700 RPM",0,4.153846154,"295 lb-ft @ 2,200 RPM",A,Automatic,AWD,117.5 in,84.3 in,2021,68625
2HKYF18436H561268,37.4 in,SUV / Crossover,Little Ferry,15,59,7643,3500,V6,Charcoal,FALSE,41.4 in,20 gal,Gasoline,71.7 in,20,244,Gray,FALSE,40.8558,188 in,12-07-20,BLACK,-74.0493,Honda,8 seats,127070,Pilot,"244 hp @ 5,750 RPM",1861,3.577777778,"240 lb-ft @ 4,500 RPM",A,5-Speed Automatic,4WD,106.3 in,77.5 in,2006,4999
NM0LS6E24L1460777,--,Van,Holly,24,235,48442,2500,I4,Silver Metallic,TRUE,41.5 in,15.8 gal,Gasoline,72 in,27,169,Black (Ebony),TRUE,42.7851,174.2 in,18-01-20,SILVER,-83.5479,Ford,2 seats,9,Transit Connect,,0,4.142857143,,A,Automatic,FWD,104.8 in,84.1 in,2020,23113
KM8J3CAL5LU212066,38.2 in,SUV / Crossover,West Nyack,21,120,10994,2400,I4,Winter White,TRUE,41.5 in,16.4 gal,Gasoline,65 in,26,181,Gray,TRUE,41.0912,176.4 in,12-05-20,WHITE,-73.9504,Hyundai,5 seats,10,Tucson,"181 hp @ 6,000 RPM",0,3.631578947,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic,AWD,105.1 in,72.8 in,2020,25833
JN8AS58V28W107429,35.3 in,SUV / Crossover,Meriden,21,31,6450,2500,I4,Gotham Gray Metallic,FALSE,42.5 in,15.9 gal,Gasoline,66.3 in,26,170,Gray,FALSE,41.5668,182.9 in,09-08-20,GRAY,-72.7734,Nissan,5 seats,138485,Rogue,"170 hp @ 6,000 RPM",1341,4.25,"175 lb-ft @ 4,400 RPM",A,Automatic,AWD,105.9 in,70.9 in,2008,4495
KNDCB3LC6L5421470,37.4 in,SUV / Crossover,Bohemia,51,15,11716,1600,I4 Hybrid,Silky Silver,TRUE,41.7 in,11.9 gal,Hybrid,60.8 in,46,139,Black (Charcoal),TRUE,40.7589,171.5 in,25-08-20,SILVER,-73.1055,Kia,5 seats,10,Niro,,0,3.647058824,,Dual Clutch,6-Speed Dual Clutch,FWD,106.3 in,71.1 in,2020,25745
2GNAXVEX1L6120668,39.9 in,SUV / Crossover,Bay Shore,,389,11706,1500,I4,Pacific Blue Metallic,TRUE,40.9 in,15.6 gal,Gasoline,65.4 in,,170,Jet Black,TRUE,40.7333,183.1 in,17-08-19,BLUE,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,9-Speed Automatic Overdrive,4WD,107.3 in,72.6 in,2020,33442
WBA7F2C50JG424137,44.4 in,Sedan,Great Neck,16,22,11021,4400,V8,White,FALSE,41.4 in,20.6 gal,Gasoline,58.2 in,25,445,Brown,FALSE,40.7774,206.6 in,18-08-20,WHITE,-73.7268,BMW,5 seats,39696,7 Series,"445 hp @ 5,500 RPM",6131,3.346153846,"479 lb-ft @ 1,800 RPM",A,8-Speed Automatic,AWD,126.4 in,85.4 in,2018,46995
